id,name,neighbourhood,room_type,property_type,bedrooms,bathrooms,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,amenities_count,host_is_superhost
5308,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,Townhouse,1.0,2,2,132.27,5,235,4.6,167,4,t
5309,Lovely Studio in Lambeth,Lambeth,Private room,Studio,4.0,1,8,116.8,1,156,3.7,181,5,f
5310,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Loft,1.0,1,2,374.8,7,56,3.7,279,4,t
5311,Lovely Studio in Westminster,Westminster,Private room,House,4.0,2,8,74.93,5,2,4.6,98,3,t
5312,Lovely Townhouse in Greenwich,Greenwich,Entire home/apt,Apartment,1.0,1,2,108.07,1,256,4.5,282,3,t
5313,Lovely Loft in Islington,Islington,Entire home/apt,Villa,2.0,2,4,206.21,3,206,4.1,246,9,f
5314,Lovely Studio in Camden,Camden,Entire home/apt,Loft,4.0,1,8,280.44,7,21,3.8,242,10,f
5315,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Studio,3.0,1,6,187.22,2,221,4.2,316,10,f
5316,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Apartment,5.0,2,10,236.6,2,69,4.4,75,3,t
5317,Lovely Loft in Southwark,Southwark,Entire home/apt,Loft,4.0,1,8,,2,156,4.4,152,10,f
5318,Lovely Townhouse in Hackney,Hackney,Hotel room,Studio,1.0,1,2,55.46,2,293,4.2,342,4,f
5319,Lovely Apartment in Islington,Islington,Entire home/apt,Loft,2.0,3,4,280.9,7,85,4.8,23,6,f
5320,Lovely House in Islington,Islington,Shared room,Studio,2.0,1,4,63.55,2,3,4.4,81,6,t
5321,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Villa,2.0,3,4,204.94,7,207,4.3,364,6,f
5322,Lovely House in Islington,Islington,Private room,Loft,1.0,1,2,242.44,7,77,4.0,284,6,f
5323,Lovely Studio in Islington,Islington,Private room,Villa,1.0,2,2,181.86,3,54,4.7,359,6,f
5324,Lovely Loft in Wandsworth,Wandsworth,Entire home/apt,Villa,1.0,2,2,249.03,1,7,4.6,131,6,f
5325,Lovely Townhouse in Camden,Camden,Private room,Studio,1.0,1,2,47.43,3,99,4.3,298,6,f
5326,Lovely Loft in Camden,Camden,Entire home/apt,Studio,2.0,2,4,171.73,2,196,4.9,7,7,f
5327,Lovely Cottage in Islington,Islington,Entire home/apt,House,5.0,1,10,264.96,2,241,4.6,84,7,f
5328,Lovely Studio in Southwark,Southwark,Shared room,Townhouse,1.0,1,2,72.82,2,39,4.4,9,7,f
5329,Lovely House in Southwark,Southwark,Entire home/apt,Villa,2.0,1,4,192.52,2,201,4.6,146,6,t
5330,Lovely Villa in Westminster,Westminster,Private room,Townhouse,2.0,1,4,131.5,1,195,3.9,315,5,f
5331,Lovely Apartment in Islington,Islington,Entire home/apt,Apartment,1.0,1,2,,3,103,4.5,300,7,f
5332,Lovely Apartment in Southwark,Southwark,Private room,Cottage,3.0,1,6,184.19,3,82,4.8,139,8,f
5333,Lovely Townhouse in Hackney,Hackney,Private room,Loft,1.0,1,2,93.65,3,267,4.2,126,7,f
5334,Lovely Apartment in Camden,Camden,Private room,Cottage,3.0,1,6,62.56,3,92,4.9,305,8,f
5335,Lovely Villa in Hackney,Hackney,Entire home/apt,Loft,3.0,1,6,156.0,1,151,3.6,59,8,t
5336,Lovely Apartment in Islington,Islington,Entire home/apt,Loft,3.0,1,6,261.13,2,37,4.0,279,6,f
5337,Lovely Villa in Wandsworth,Wandsworth,Hotel room,Studio,2.0,1,4,223.02,2,67,4.9,200,7,f
5338,Lovely Studio in Westminster,Westminster,Private room,Cottage,1.0,2,2,200.33,3,10,4.2,91,5,f
5339,Lovely Cottage in Southwark,Southwark,Private room,Townhouse,2.0,2,4,58.81,5,109,4.0,199,10,f
5340,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,Loft,1.0,1,2,148.96,5,227,3.9,335,5,t
5341,Lovely Cottage in Lambeth,Lambeth,Entire home/apt,Apartment,1.0,2,2,142.18,1,168,4.5,13,6,f
5342,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Loft,1.0,1,2,164.91,3,285,3.9,334,7,f
5343,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,House,2.0,2,4,275.19,3,169,3.7,326,7,f
5344,Lovely House in Westminster,Westminster,Private room,Studio,1.0,2,2,119.84,1,97,4.1,265,4,f
5345,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,2.0,2,4,253.23,5,70,4.9,264,6,f
5346,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Private room,Villa,1.0,1,2,30.88,3,248,4.7,7,9,t
5347,Lovely Cottage in Greenwich,Greenwich,Hotel room,Loft,1.0,2,2,,3,296,4.6,10,4,f
5348,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,4.0,1,8,397.36,1,76,4.2,54,10,f
5349,Lovely Cottage in Lambeth,Lambeth,Private room,Townhouse,2.0,1,4,83.94,1,34,3.9,210,8,f
5350,Lovely Villa in Lambeth,Lambeth,Entire home/apt,Villa,1.0,2,2,154.79,2,76,3.6,33,4,f
5351,Lovely Apartment in Hackney,Hackney,Private room,Villa,2.0,1,4,117.86,7,154,3.9,53,7,t
5352,Lovely Townhouse in Southwark,Southwark,Private room,Apartment,5.0,1,10,200.76,3,200,4.7,218,10,f
5353,Lovely Studio in Islington,Islington,Private room,Townhouse,3.0,1,6,114.51,5,91,4.5,152,5,t
5354,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Apartment,2.0,3,4,312.23,5,296,4.5,63,6,f
5355,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Cottage,3.0,1,6,226.87,3,283,3.5,114,9,f
5356,Lovely Villa in Greenwich,Greenwich,Entire home/apt,Studio,2.0,1,4,160.9,1,154,4.1,5,3,f
5357,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Apartment,3.0,1,6,148.97,2,135,4.8,34,4,f
5358,Lovely Villa in Islington,Islington,Entire home/apt,Loft,2.0,1,4,,3,8,4.0,273,8,f
5359,Lovely Loft in Southwark,Southwark,Entire home/apt,Loft,4.0,1,8,308.12,1,242,4.6,305,10,f
5360,Lovely Cottage in Westminster,Westminster,Private room,Loft,2.0,2,4,119.56,5,147,4.6,103,6,f
5361,Lovely Villa in Lambeth,Lambeth,Entire home/apt,House,2.0,1,4,81.47,5,193,4.0,37,7,t
5362,Lovely Villa in Southwark,Southwark,Private room,Villa,1.0,2,2,120.71,5,101,3.6,178,3,t
5363,Lovely Loft in Islington,Islington,Entire home/apt,Loft,2.0,2,4,234.44,2,236,3.7,99,7,f
5364,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Private room,Studio,1.0,1,2,229.92,3,33,4.2,16,10,f
5365,Lovely Townhouse in Lambeth,Lambeth,Private room,Loft,3.0,1,6,147.98,7,283,4.1,296,10,f
5366,Lovely Cottage in Westminster,Westminster,Entire home/apt,Townhouse,4.0,1,8,342.52,1,6,4.2,359,9,f
5367,Lovely Villa in Lambeth,Lambeth,Entire home/apt,Villa,3.0,1,6,141.4,1,107,4.6,346,5,f
5368,Lovely Studio in Islington,Islington,Entire home/apt,Villa,2.0,1,4,269.25,1,181,4.8,232,10,t
5369,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,4.0,1,8,205.36,1,48,4.8,73,4,f
5370,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Private room,Townhouse,1.0,1,2,172.82,1,197,4.6,207,6,t
5371,Lovely Apartment in Camden,Camden,Entire home/apt,Loft,4.0,1,8,243.9,7,4,4.9,137,7,f
5372,Lovely House in Tower Hamlets,Tower Hamlets,Private room,Townhouse,2.0,2,4,122.02,2,278,3.5,117,7,f
5373,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Loft,1.0,1,2,315.98,2,80,4.7,249,3,f
5374,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Private room,House,3.0,2,6,20.0,2,37,4.2,44,9,f
5375,Lovely Villa in Southwark,Southwark,Private room,Villa,1.0,1,2,85.76,5,241,4.0,177,7,f
5376,Lovely House in Southwark,Southwark,Entire home/apt,House,3.0,2,6,252.49,2,284,4.5,252,5,f
5377,Lovely House in Greenwich,Greenwich,Entire home/apt,Villa,1.0,2,2,94.59,1,239,3.8,35,4,f
5378,Lovely Villa in Westminster,Westminster,Entire home/apt,Villa,2.0,1,4,302.98,1,9,4.5,320,3,f
5379,Lovely Loft in Camden,Camden,Private room,Loft,1.0,3,2,85.26,2,230,4.1,135,3,t
5380,Lovely Apartment in Camden,Camden,Entire home/apt,House,2.0,1,4,281.25,1,272,4.9,60,4,f
5381,Lovely House in Hackney,Hackney,Entire home/apt,Townhouse,1.0,1,2,164.89,5,295,4.8,344,8,t
5382,Lovely Cottage in Camden,Camden,Shared room,House,2.0,1,4,77.62,2,263,4.5,42,10,f
5383,Lovely Apartment in Camden,Camden,Entire home/apt,Cottage,1.0,1,2,227.64,7,282,3.9,197,4,f
5384,Lovely Apartment in Hackney,Hackney,Private room,House,2.0,2,4,104.6,2,279,3.7,7,7,f
5385,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Apartment,2.0,2,4,208.76,7,4,4.5,79,7,f
5386,Lovely Cottage in Wandsworth,Wandsworth,Private room,Townhouse,2.0,3,4,110.14,3,6,4.4,209,5,t
5387,Lovely Loft in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,1.0,1,2,176.07,7,293,4.9,290,3,f
5388,Lovely Townhouse in Camden,Camden,Entire home/apt,Loft,3.0,1,6,208.25,5,270,4.3,93,8,f
5389,Lovely Studio in Islington,Islington,Entire home/apt,Villa,2.0,1,4,311.54,3,256,3.9,249,5,f
5390,Lovely Studio in Islington,Islington,Private room,Cottage,4.0,1,8,83.64,5,219,4.4,308,8,t
5391,Lovely Villa in Hackney,Hackney,Entire home/apt,Loft,3.0,2,6,233.46,1,240,4.0,286,9,f
5392,Lovely Loft in Wandsworth,Wandsworth,Private room,Studio,3.0,1,6,137.71,3,83,4.3,336,10,f
5393,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,5.0,2,10,236.95,2,269,4.6,304,7,f
5394,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Cottage,1.0,2,2,183.86,2,267,3.9,362,5,t
5395,Lovely House in Tower Hamlets,Tower Hamlets,Private room,Townhouse,1.0,2,2,153.47,7,238,4.3,269,9,t
5396,Lovely Loft in Westminster,Westminster,Entire home/apt,Studio,1.0,3,2,320.51,1,38,4.0,226,4,t
5397,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Studio,2.0,1,4,193.9,2,257,4.6,64,9,t
5398,Lovely House in Camden,Camden,Private room,Loft,2.0,1,4,204.26,2,43,4.0,275,10,f
5399,Lovely Townhouse in Camden,Camden,Private room,Studio,2.0,1,4,141.51,3,69,4.3,153,5,f
5400,Lovely Studio in Lambeth,Lambeth,Entire home/apt,Villa,1.0,1,2,142.4,5,284,3.6,136,4,f
5401,Lovely Villa in Southwark,Southwark,Private room,Villa,2.0,1,4,123.99,3,208,4.1,93,3,f
5402,Lovely Cottage in Wandsworth,Wandsworth,Shared room,Loft,1.0,2,2,50.58,1,166,4.3,14,8,f
5403,Lovely Villa in Islington,Islington,Entire home/apt,Apartment,1.0,1,2,294.41,3,170,4.0,84,6,f
5404,Lovely Townhouse in Greenwich,Greenwich,Shared room,Townhouse,3.0,1,6,48.01,5,33,4.8,262,6,t
5405,Lovely Loft in Islington,Islington,Entire home/apt,Cottage,2.0,1,4,252.3,1,200,3.6,302,8,f
5406,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,House,4.0,2,8,183.66,1,247,3.8,154,5,f
5407,Lovely House in Islington,Islington,Private room,Villa,1.0,1,2,193.84,2,181,4.4,357,4,f
5408,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Apartment,2.0,2,4,,2,270,4.4,125,4,t
5409,Lovely Studio in Southwark,Southwark,Private room,Studio,2.0,2,4,154.68,3,176,4.9,65,3,f
5410,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Apartment,2.0,1,4,163.97,1,93,3.8,207,9,t
5411,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Loft,2.0,1,4,132.82,3,102,4.2,282,10,t
5412,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,1.0,1,2,146.74,1,27,,64,9,t
5413,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Private room,Studio,1.0,1,2,213.94,5,34,3.5,302,7,f
5414,Lovely Villa in Hackney,Hackney,Entire home/apt,Studio,1.0,1,2,123.82,1,173,3.9,98,3,t
5415,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,Villa,1.0,1,2,171.29,5,31,4.6,308,6,f
5416,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Studio,3.0,2,6,178.29,3,207,4.7,324,3,f
5417,Lovely Loft in Southwark,Southwark,Entire home/apt,House,4.0,1,8,236.96,5,101,3.5,91,10,t
5418,Lovely Townhouse in Islington,Islington,Private room,Apartment,2.0,2,4,119.82,7,40,4.1,96,9,f
5419,Lovely Apartment in Hackney,Hackney,Entire home/apt,House,2.0,1,4,185.24,2,198,4.3,332,10,f
5420,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Private room,House,2.0,1,4,182.07,2,77,4.6,317,10,f
5421,Lovely Villa in Southwark,Southwark,Private room,House,2.0,2,4,154.7,7,79,4.9,271,8,f
5422,Lovely Townhouse in Greenwich,Greenwich,Shared room,Apartment,5.0,1,10,97.72,3,159,4.3,326,3,f
5423,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,4.0,1,8,134.01,1,289,4.6,117,7,f
5424,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,1.0,1,2,143.13,1,103,4.6,279,3,t
5425,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,House,3.0,1,6,200.78,2,82,3.6,95,10,t
5426,Lovely Loft in Lambeth,Lambeth,Shared room,Townhouse,2.0,1,4,50.36,3,5,4.5,166,10,f
5427,Lovely Loft in Camden,Camden,Entire home/apt,Cottage,5.0,1,10,275.59,2,64,3.8,251,9,f
5428,Lovely Cottage in Greenwich,Greenwich,Shared room,Cottage,1.0,1,2,72.25,7,68,4.2,9,9,f
5429,Lovely House in Camden,Camden,Entire home/apt,House,2.0,2,4,154.0,2,232,3.8,112,5,f
5430,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Shared room,Studio,1.0,3,2,118.53,5,175,3.6,4,8,f
5431,Lovely House in Greenwich,Greenwich,Private room,Loft,2.0,1,4,79.3,1,211,3.8,102,6,f
5432,Lovely House in Islington,Islington,Private room,Cottage,3.0,1,6,139.99,3,293,3.8,71,6,f
5433,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,1.0,2,2,132.52,2,214,4.0,312,3,f
5434,Lovely Cottage in Southwark,Southwark,Private room,House,1.0,1,2,86.5,5,76,3.6,77,6,f
5435,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,House,1.0,1,2,231.12,2,1,3.8,80,7,f
5436,Lovely Cottage in Hackney,Hackney,Entire home/apt,Studio,1.0,1,2,188.25,2,18,3.7,123,4,f
5437,Lovely Loft in Camden,Camden,Entire home/apt,House,2.0,1,4,276.72,2,108,4.6,7,5,t
5438,Lovely Townhouse in Wandsworth,Wandsworth,Entire home/apt,Cottage,4.0,1,8,206.31,2,213,3.9,243,8,f
5439,Lovely Studio in Tower Hamlets,Tower Hamlets,Private room,Cottage,5.0,1,10,161.16,1,137,4.0,232,10,f
5440,Lovely House in Camden,Camden,Entire home/apt,Apartment,3.0,1,6,200.28,5,106,4.1,113,10,f
5441,Lovely Studio in Lambeth,Lambeth,Private room,Studio,4.0,1,8,135.69,7,23,3.8,339,3,f
5442,Lovely Townhouse in Greenwich,Greenwich,Private room,House,1.0,2,2,115.31,2,244,4.7,267,4,f
5443,Lovely House in Hackney,Hackney,Entire home/apt,Apartment,1.0,1,2,145.61,1,88,4.8,204,4,f
5444,Lovely Apartment in Camden,Camden,Private room,Studio,4.0,1,8,118.01,2,295,4.5,256,3,f
5445,Lovely Townhouse in Wandsworth,Wandsworth,Entire home/apt,Townhouse,2.0,2,4,269.1,2,106,4.7,286,10,f
5446,Lovely Apartment in Westminster,Westminster,Entire home/apt,Townhouse,1.0,2,2,292.83,1,107,4.7,237,8,f
5447,Lovely Studio in Islington,Islington,Entire home/apt,Villa,2.0,1,4,225.77,1,16,3.6,350,6,t
5448,Lovely Studio in Greenwich,Greenwich,Shared room,Villa,1.0,2,2,25.94,1,256,3.5,134,10,f
5449,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,2.0,1,4,193.78,2,294,3.9,96,7,f
5450,Lovely Cottage in Hackney,Hackney,Entire home/apt,Villa,1.0,2,2,162.75,2,10,4.0,194,6,f
5451,Lovely Cottage in Hackney,Hackney,Entire home/apt,Studio,2.0,2,4,157.87,2,127,4.1,174,5,f
5452,Lovely Apartment in Islington,Islington,Entire home/apt,House,3.0,3,6,263.04,3,228,3.7,247,7,f
5453,Lovely Studio in Westminster,Westminster,Entire home/apt,Apartment,1.0,1,2,372.12,1,14,4.4,271,10,f
5454,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,1.0,1,2,114.87,1,174,4.8,217,3,f
5455,Lovely Apartment in Islington,Islington,Private room,Loft,1.0,3,2,138.36,1,98,3.6,0,3,t
5456,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Cottage,2.0,2,4,162.56,2,17,4.8,151,6,f
5457,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,2.0,1,4,128.9,1,53,4.2,170,9,f
5458,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,House,2.0,1,4,416.47,2,32,3.9,330,6,t
5459,Lovely Loft in Hackney,Hackney,Private room,House,1.0,2,2,84.76,1,105,4.5,227,5,f
5460,Lovely Loft in Tower Hamlets,Tower Hamlets,Entire home/apt,House,3.0,1,6,210.02,2,99,4.8,355,9,f
5461,Lovely Townhouse in Camden,Camden,Entire home/apt,Cottage,4.0,1,8,195.69,1,66,3.7,192,5,t
5462,Lovely Townhouse in Camden,Camden,Private room,Villa,2.0,2,4,241.72,2,176,3.7,80,8,f
5463,Lovely Apartment in Camden,Camden,Private room,House,1.0,3,2,22.46,7,276,4.7,316,3,f
5464,Lovely Villa in Greenwich,Greenwich,Entire home/apt,House,2.0,1,4,201.07,1,212,4.4,293,5,f
5465,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,House,2.0,2,4,159.14,1,201,4.2,282,6,f
5466,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,Villa,3.0,1,6,227.29,1,289,4.2,119,7,f
5467,Lovely Townhouse in Camden,Camden,Private room,Studio,1.0,1,2,20.0,3,188,4.4,315,7,f
5468,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Townhouse,1.0,1,2,139.38,7,111,3.8,154,6,t
5469,Lovely Cottage in Islington,Islington,Entire home/apt,Villa,2.0,1,4,202.91,2,158,3.8,221,8,f
5470,Lovely Loft in Islington,Islington,Entire home/apt,House,2.0,1,4,227.01,5,77,4.4,30,3,t
5471,Lovely Apartment in Lambeth,Lambeth,Shared room,Cottage,2.0,1,4,50.0,7,199,5.0,363,7,t
5472,Lovely Studio in Islington,Islington,Entire home/apt,Studio,1.0,1,2,235.63,1,35,3.8,261,6,f
5473,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Townhouse,1.0,1,2,150.25,1,122,4.1,304,6,f
5474,Lovely Loft in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,1.0,2,2,239.43,1,205,3.8,88,10,f
5475,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,2.0,2,4,,2,179,3.7,204,5,f
5476,Lovely Villa in Greenwich,Greenwich,Private room,Loft,3.0,1,6,110.32,2,138,4.0,264,5,t
5477,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Villa,2.0,1,4,152.36,1,86,4.6,26,10,f
5478,Lovely House in Wandsworth,Wandsworth,Private room,Apartment,1.0,1,2,78.6,5,1,4.1,8,3,t
5479,Lovely Studio in Lambeth,Lambeth,Private room,Apartment,2.0,1,4,91.18,7,137,3.8,249,9,t
5480,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Private room,Apartment,1.0,1,2,161.41,1,136,4.1,277,4,t
5481,Lovely Cottage in Westminster,Westminster,Entire home/apt,Townhouse,2.0,3,4,257.18,5,3,4.8,97,8,f
5482,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,4.0,2,8,214.2,1,90,4.7,348,3,f
5483,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Private room,Loft,2.0,1,4,266.55,7,169,4.2,70,8,t
5484,Lovely Cottage in Islington,Islington,Entire home/apt,Apartment,1.0,2,2,214.7,3,73,,117,4,f
5485,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Townhouse,1.0,2,2,181.97,3,95,3.5,265,10,f
5486,Lovely Studio in Hackney,Hackney,Private room,Studio,1.0,1,2,123.43,5,131,4.4,56,9,f
5487,Lovely Apartment in Hackney,Hackney,Entire home/apt,Apartment,4.0,2,8,209.25,3,279,4.1,57,9,f
5488,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Studio,1.0,2,2,376.18,2,108,3.7,216,8,f
5489,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Shared room,Cottage,2.0,3,4,143.02,3,157,4.6,109,6,f
5490,Lovely Loft in Lambeth,Lambeth,Entire home/apt,Studio,2.0,2,4,169.55,7,251,4.6,242,7,t
5491,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,House,2.0,1,4,382.2,1,299,4.7,178,5,f
5492,Lovely Villa in Westminster,Westminster,Entire home/apt,Studio,1.0,2,2,320.72,7,171,4.7,53,8,f
5493,Lovely Apartment in Hackney,Hackney,Entire home/apt,Villa,3.0,2,6,150.16,5,203,4.5,26,10,f
5494,Lovely Cottage in Islington,Islington,Private room,Studio,1.0,1,2,185.4,5,53,4.1,219,8,f
5495,Lovely Cottage in Tower Hamlets,Tower Hamlets,Private room,Townhouse,3.0,1,6,82.4,3,212,3.8,95,10,f
5496,Lovely House in Southwark,Southwark,Shared room,Loft,2.0,1,4,106.29,2,198,4.0,346,5,f
5497,Lovely House in Greenwich,Greenwich,Entire home/apt,Villa,3.0,1,6,180.88,2,22,4.8,333,5,t
5498,Lovely Villa in Camden,Camden,Private room,Studio,1.0,2,2,115.78,2,206,4.5,70,8,t
5499,Lovely Studio in Southwark,Southwark,Entire home/apt,Apartment,4.0,1,8,212.01,2,63,4.6,257,4,f
5500,Lovely House in Islington,Islington,Entire home/apt,Townhouse,5.0,1,10,312.42,3,185,4.2,283,4,f
5501,Lovely House in Wandsworth,Wandsworth,Private room,Studio,1.0,1,2,103.28,5,168,4.1,170,5,f
5502,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Apartment,1.0,1,2,212.69,3,90,3.9,56,5,f
5503,Lovely Townhouse in Wandsworth,Wandsworth,Private room,Villa,2.0,2,4,122.09,5,51,4.3,120,3,f
5504,Lovely Studio in Islington,Islington,Entire home/apt,Cottage,1.0,1,2,248.65,3,25,4.0,222,7,t
5505,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Hotel room,Apartment,4.0,1,8,272.51,7,166,3.9,116,9,f
5506,Lovely House in Greenwich,Greenwich,Shared room,Villa,3.0,1,6,90.55,7,217,4.2,29,3,f
5507,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,Townhouse,1.0,2,2,50.68,1,234,4.1,252,8,t
5508,Lovely Villa in Wandsworth,Wandsworth,Shared room,Cottage,1.0,1,2,98.13,7,210,4.1,178,3,t
5509,Lovely Studio in Islington,Islington,Entire home/apt,Townhouse,1.0,3,2,193.44,2,195,4.7,340,5,f
5510,Lovely Loft in Greenwich,Greenwich,Entire home/apt,House,1.0,2,2,167.92,2,250,4.1,21,6,t
5511,Lovely Townhouse in Camden,Camden,Entire home/apt,Loft,1.0,1,2,169.18,7,52,3.8,23,9,t
5512,Lovely Cottage in Lambeth,Lambeth,Private room,Townhouse,2.0,2,4,176.97,7,33,4.5,141,9,t
5513,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,House,4.0,1,8,491.53,3,241,3.9,226,9,f
5514,Lovely Cottage in Camden,Camden,Private room,Studio,3.0,1,6,70.75,7,55,3.5,238,9,f
5515,Lovely Loft in Southwark,Southwark,Private room,Villa,1.0,1,2,64.66,2,188,4.1,361,6,f
5516,Lovely Studio in Lambeth,Lambeth,Shared room,Townhouse,2.0,1,4,20.0,2,111,,140,8,f
5517,Lovely Cottage in Camden,Camden,Private room,Apartment,3.0,1,6,201.66,1,163,4.4,230,10,f
5518,Lovely House in Southwark,Southwark,Private room,Apartment,2.0,1,4,40.31,5,188,4.8,136,9,f
5519,Lovely Townhouse in Camden,Camden,Private room,Cottage,1.0,3,2,111.69,3,47,4.5,236,6,t
5520,Lovely Studio in Lambeth,Lambeth,Hotel room,House,3.0,1,6,228.35,3,120,3.9,60,7,f
5521,Lovely House in Camden,Camden,Private room,Studio,1.0,2,2,52.81,2,165,3.6,306,8,f
5522,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,Townhouse,5.0,1,10,157.21,2,242,3.8,77,10,f
5523,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,3.0,2,6,217.47,2,181,4.7,72,3,f
5524,Lovely Cottage in Lambeth,Lambeth,Private room,Apartment,2.0,1,4,136.62,2,13,3.7,160,9,f
5525,Lovely Loft in Hackney,Hackney,Entire home/apt,Studio,1.0,3,2,160.78,2,178,4.6,153,6,f
5526,Lovely Villa in Greenwich,Greenwich,Shared room,Townhouse,5.0,2,10,54.09,1,110,4.2,275,9,f
5527,Lovely Studio in Greenwich,Greenwich,Private room,Townhouse,1.0,1,2,78.69,7,6,4.7,120,9,f
5528,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,1.0,1,2,257.64,7,99,4.8,39,7,f
5529,Lovely Townhouse in Camden,Camden,Entire home/apt,Loft,3.0,2,6,262.23,1,149,,234,9,f
5530,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Cottage,1.0,1,2,292.12,2,125,4.9,192,4,f
5531,Lovely Loft in Islington,Islington,Private room,Apartment,2.0,1,4,165.94,5,20,4.8,92,6,f
5532,Lovely Villa in Hackney,Hackney,Private room,Townhouse,1.0,1,2,77.73,3,34,4.3,127,6,f
5533,Lovely Cottage in Hackney,Hackney,Private room,Cottage,2.0,2,4,54.89,3,214,4.5,84,5,f
5534,Lovely Cottage in Southwark,Southwark,Private room,House,4.0,2,8,143.01,2,296,3.6,277,9,f
